stateno,state_name,state_icpsr,state_fips,state_abrev,elect_year,sen_prop_up,hs_prop_up,ranney1_sen_dem_prop,ranney2_hs_dem_prop,ranney3_gub_prop,ranney4_control,ranney4_control_alt,ranney1_sen_dem_prop_4yr,ranney2_hs_dem_prop_4yr,ranney3_gub_prop_4yr,ranney4_control_4yr,ranney4_control_alt_4yr,ranney1_sen_dem_prop_6yr,ranney2_hs_dem_prop_6yr,ranney3_gub_prop_6yr,ranney4_control_6yr,ranney4_control_alt_6yr,ranney1_sen_dem_prop_8yr,ranney2_hs_dem_prop_8yr,ranney3_gub_prop_8yr,ranney4_control_8yr,ranney4_control_alt_8yr,ranney1_sen_dem_prop_10yr,ranney2_hs_dem_prop_10yr,ranney3_gub_prop_10yr,ranney4_control_10yr,ranney4_control_alt_10yr,ranney_4yrs,ranney_6yrs,ranney_8yrs,ranney_10yrs,ranney_4yrs_alt,ranney_6yrs_alt,ranney_8yrs_alt,ranney_10yrs_alt,folded_ranney_4yrs,folded_ranney_6yrs,folded_ranney_8yrs,folded_ranney_10yrs,folded_ranney_alt_4yrs,folded_ranney_alt_6yrs,folded_ranney_alt_8yrs,folded_ranney_alt_10yrs,hvd1_winper_4yr,hvd2_winmargin_4yr,hvd3_uncont_4yr,hvd4_safeseat_4yr,unusable_seats_4yr_per,hvd1_winper_6yr,hvd2_winmargin_6yr,hvd3_uncont_6yr,hvd4_safeseat_6yr,unusable_seats_6yr_per,hvd1_winper_8yr,hvd2_winmargin_8yr,hvd3_uncont_8yr,hvd4_safeseat_8yr,unusable_seats_8yr_per,hvd1_winper_10yr,hvd2_winmargin_10yr,hvd3_uncont_10yr,hvd4_safeseat_10yr,unusable_seats_10yr_per,hvd_4yr,hvd_6yr,hvd_8yr,hvd_10yr,sf_hvd_4yr,sf_ranney_4yr,sf_hvd_8yr,sf_ranney_8yr,sf_hvd_10yr,sf_ranney_10yr
25,Missouri,34,29,MO,1981,0,0,0.7058824,0.6809816,0.4719,0.5,0,0.6911765,0.6993865,0.48765,0.75,0.5,0.6764706,0.6946527,0.4929,0.8333333,0.6666667,0.6764706,0.6943024,0.4815,0.75,0.5,0.6647059,0.6744604,0.47466,0.7,0.4,0.6570532,0.6743392,0.6505682,0.6284565,0.5945532,0.6326725,0.5880682,0.5534565,0.8429468,0.8256608,0.8494318,0.8715435,0.9054468,0.8673275,0.9119318,0.9465435,77.31755,54.65167,32.40707,88.1992,0,78.13493,56.29393,37.52556,88.43378,0,77.69427,55.40662,37.5406,87.27896,0,77.32375,54.66287,37.47384,87.27174,0,36.85612,34.90295,35.51988,35.81695,34.1555,0.916,,,,
25,Missouri,34,29,MO,1982,0.5,1,0.6470588,0.6748466,0.4719,0.5,0,0.6838235,0.6886503,0.479775,0.625,0.25,0.6764706,0.6929296,0.48765,0.75,0.5,0.6727941,0.6920018,0.484575,0.75,0.5,0.6676471,0.6824358,0.47712,0.7,0.4,0.6193122,0.6517625,0.6498427,0.6318007,0.5255622,0.5892625,0.5873427,0.5568007,0.8806878,0.8482375,0.8501573,0.8681993,0.9744378,0.9107375,0.9126573,0.9431993,77.6752,55.36916,35.90271,91.78506,0.1533742,77.47043,54.9654,35.43173,89.45576,0.1022495,77.62051,55.26431,37.24304,88.68088,0.0766871,77.31708,54.65324,37.27237,88.04958,0.0613497,34.81696,35.66917,35.29782,35.67693,,,,,,
25,Missouri,34,29,MO,1983,0,0,0.6470588,0.6748466,0.4719,0.5,0,0.6764706,0.6779141,0.4719,0.5,0,0.6764706,0.6912065,0.4824,0.6666667,0.3333333,0.6691176,0.6897012,0.48765,0.75,0.5,0.6705883,0.6904113,0.47958,0.7,0.4,0.5815712,0.6291859,0.6491172,0.6351449,0.4565712,0.5458526,0.5866172,0.5601449,0.9184288,0.8708141,0.8508828,0.8648551,0.9565712,0.9541474,0.9133828,0.9398551,78.03354,56.08808,39.40632,95.37037,0.3067485,76.8052,53.63541,33.33535,90.47791,0.204499,77.54701,55.12256,36.9457,90.08371,0.1533742,77.31152,54.64587,37.0733,88.8286,0.1226994,32.77542,36.43653,35.07526,35.53518,,,,,,
25,Missouri,34,29,MO,1984,0.5,1,0.6176471,0.6625767,0.4334,0.5,0,0.6544118,0.6733129,0.462275,0.5,0,0.6666667,0.6820041,0.4707333,0.5833333,0.1666667,0.6654412,0.6868752,0.4789,0.6875,0.375,0.6647059,0.6873438,0.47819,0.7,0.4,0.5724999,0.6006843,0.6296791,0.6325599,0.4474999,0.4965177,0.5515541,0.5575599,0.9275001,0.8993157,0.8703209,0.8674401,0.9474999,0.9965177,0.9484459,0.9424401,78.90563,57.83224,42.45643,94.7894,0.3067485,78.37495,56.76939,39.09993,92.5927,0.204499,78.04601,56.11567,37.9457,90.64366,0.1533742,78.05072,56.12428,38.89154,89.78584,0.1226994,31.50407,33.29076,34.31224,34.2869,,,,,,
25,Missouri,34,29,MO,1985,0,0,0.6176471,0.6625767,0.4334,0.5,0,0.6323529,0.6687117,0.45265,0.5,0,0.6568628,0.6728016,0.4590667,0.5,0,0.6617647,0.6840491,0.47015,0.625,0.25,0.6588235,0.6842763,0.4768,0.7,0.4,0.5634286,0.5721828,0.6102409,0.629975,0.4384286,0.4471828,0.5164909,0.554975,0.9365714,0.9278172,0.8897591,0.870025,0.9384286,0.9471828,0.9835091,0.945025,79.77771,59.57642,45.50654,94.20842,0.3067485,79.9447,59.90337,44.86452,94.70749,0.204499,78.54501,57.10878,38.9457,91.20361,0.1533742,78.78993,57.60268,40.70979,90.74307,0.1226994,30.23273,30.14498,33.54922,33.03864,27.7869,0.9336,,,,
25,Missouri,34,29,MO,1986,0.5,1,0.6176471,0.6809816,0.4334,0.5,0,0.625,0.6702454,0.443025,0.5,0,0.6421569,0.6728016,0.45265,0.5,0,0.6544118,0.6794478,0.4614,0.5625,0.125,0.6558824,0.683856,0.4698,0.65,0.3,0.5595676,0.5669022,0.5894399,0.6148846,0.4345676,0.4419021,0.4800649,0.5273846,0.9404324,0.9330978,0.9105601,0.8851154,0.9345676,0.9419022,0.9800649,0.9726154,81.00081,62.01672,48.70815,93.48642,0.1533742,80.013,60.04306,45.61139,94.11462,0.204499,79.338,58.69294,42.30543,92.63574,0.1533742,78.8821,57.78495,40.74054,91.06794,0.1226994,28.69698,30.05448,31.75697,32.88112,,,,,,
25,Missouri,34,29,MO,1987,0,0,0.6176471,0.6809816,0.4334,0.5,0,0.6176471,0.6717792,0.4334,0.5,0,0.627451,0.6728016,0.4462333,0.5,0,0.6470588,0.6748466,0.45265,0.5,0,0.6529412,0.6834356,0.4628,0.6,0.2,0.5557066,0.5616215,0.5686389,0.5997942,0.4307066,0.4366215,0.4436389,0.4997942,0.9442934,0.9383785,0.9313611,0.9002058,0.9307066,0.9366215,0.9436389,0.9997942,82.2215,64.45226,51.90364,92.76434,0,80.08129,60.18275,46.35826,93.52176,0.204499,80.131,60.2771,45.66516,94.06787,0.1533742,78.97426,57.96721,40.77129,91.39281,0.1226994,27.16457,29.96399,29.96472,32.7236,,,28.8096,0.9416,,
25,Missouri,34,29,MO,1988,0.5,1,0.6470588,0.6380368,0.3511,0.5,0,0.625,0.6656442,0.412825,0.5,0,0.627451,0.6666667,0.4261,0.5,0,0.6397059,0.6694785,0.43755,0.5,0,0.65,0.6754601,0.44757,0.55,0.1,0.5508673,0.5550544,0.5616836,0.5807576,0.4258673,0.4300544,0.4366836,0.4682575,0.9491327,0.9449456,0.9383164,0.9192424,0.9258673,0.9300544,0.9366836,0.9682575,81.84103,63.71205,50.44659,92.91772,0,81.15359,62.33418,48.80063,93.3482,0.1022495,80.37485,60.77518,46.45588,93.85407,0.1533742,79.76267,59.54903,43.64301,92.72303,0.1226994,27.77065,28.59085,29.635,31.08057,,,28.1073,,,
25,Missouri,34,29,MO,1989,0,0,0.6470588,0.6380368,0.3511,0.5,0,0.6323529,0.6595092,0.39225,0.5,0,0.627451,0.6605317,0.4059667,0.5,0,0.6323529,0.6641104,0.42245,0.5,0,0.6470588,0.6674846,0.43234,0.5,0,0.546028,0.5484874,0.5547283,0.5617208,0.421028,0.4234873,0.4297283,0.4367209,0.953972,0.9515126,0.9452717,0.9382792,0.921028,0.9234873,0.9297283,0.9367208,81.46056,62.97184,48.98953,93.07109,0,82.22469,64.48318,51.23902,93.17334,0,80.61871,61.27326,47.2466,93.64027,0.1533742,80.5511,61.13086,46.51472,94.05325,0.1226994,28.37674,27.21994,29.30528,29.43752,28.4277,0.9098,,,28.5988,0.9314
25,Missouri,34,29,MO,1990,0.56,1,0.6764706,0.601227,0.3511,0.5,0,0.6470588,0.6395705,0.371675,0.5,0,0.6372549,0.6503068,0.39225,0.5,0,0.6360294,0.654908,0.40735,0.5,0,0.6441177,0.6595092,0.42026,0.5,0,0.5395761,0.5449529,0.5495719,0.5559717,0.4145761,0.4199529,0.4245719,0.4309717,0.9604239,0.9550471,0.9504281,0.9440283,0.9145761,0.9199529,0.9245719,0.9309717,80.63692,61.33006,47.24149,92.2357,0,81.16321,62.3671,48.7874,92.40971,0,80.81927,61.67436,47.9728,92.85602,0.0766871,80.26472,60.56229,46.26734,93.35577,0.1226994,29.63896,28.81815,29.16939,29.88747,,,,,,
25,Missouri,34,29,MO,1991,0,0,0.6764706,0.601227,0.3511,0.5,0,0.6617647,0.6196319,0.3511,0.5,0,0.6470588,0.6400818,0.3785333,0.5,0,0.6397059,0.6457055,0.39225,0.5,0,0.6411765,0.6515337,0.40818,0.5,0,0.5331241,0.5414185,0.5444154,0.5502225,0.4081241,0.4164185,0.4194154,0.4252225,0.9668759,0.9585815,0.9555846,0.9497775,0.9081241,0.9164185,0.9194154,0.9252225,79.8386,59.7389,45.56529,91.41981,0,80.1154,60.27836,46.36818,91.65487,0,81.01955,62.07484,48.69854,92.08234,0,79.98264,60.00232,46.02821,92.66498,0.1226994,30.85935,30.3958,29.03119,30.33047,,,,,,
25,Missouri,34,29,MO,1992,0.5,1,0.5882353,0.613497,0.5868,1,1,0.6470588,0.613497,0.410025,0.625,0.25,0.6421568,0.6288344,0.4041,0.5833333,0.1666667,0.6360294,0.6395705,0.411425,0.5625,0.125,0.6352941,0.6453988,0.41967,0.55,0.1,0.5738952,0.5646061,0.5623813,0.5625907,0.4801452,0.4604395,0.4530062,0.4500907,0.9261048,0.9353939,0.9376187,0.9374093,0.9801452,0.9604394,0.9530063,0.9500908,78.63989,57.38207,43.24058,90.2695,0,79.56615,59.2174,45.12054,91.19475,0,80.22574,60.51777,46.80248,91.58386,0,80.13762,60.33257,46.54662,92.10331,0.0613497,32.61699,31.2253,30.21754,30.21997,,,,,,
25,Missouri,34,29,MO,1993,0,0,0.5882353,0.613497,0.5868,1,1,0.6323529,0.607362,0.46895,0.75,0.5,0.6372549,0.6175869,0.4296667,0.6666667,0.3333333,0.6323529,0.6334356,0.4306,0.625,0.25,0.6294118,0.6392638,0.43116,0.6,0.2,0.6146662,0.5877938,0.5803471,0.5749589,0.5521662,0.5044605,0.4865971,0.4749589,0.8853338,0.9122062,0.9196529,0.9250411,0.9478338,0.9955395,0.9865971,0.9749589,77.44119,55.02524,40.91586,89.11919,0,79.01688,58.15644,43.87289,90.73462,0,79.43195,58.96072,44.90642,91.0854,0,80.29292,60.6634,47.0652,91.5423,0,34.37463,32.05479,31.40388,30.10904,33.8095,0.9191,,,,
25,Missouri,34,29,MO,1994,0.5,1,0.5588235,0.5337423,0.5868,1,1,0.6029412,0.5904908,0.527875,0.875,0.75,0.622549,0.6002045,0.46895,0.75,0.5,0.625,0.6150307,0.449775,0.6875,0.375,0.6235294,0.6263804,0.4465,0.65,0.3,0.6490768,0.6104259,0.5943264,0.5866024,0.6178268,0.5479259,0.5162014,0.4991025,0.8509232,0.8895741,0.9056736,0.9133976,0.8821732,0.9520741,0.9837986,0.9991025,76.21497,52.60687,38.44581,88.48582,0,77.42725,54.99295,40.82507,89.46634,0,78.42594,56.96847,42.84365,90.36076,0,79.18108,58.4574,44.64474,90.83821,0,36.06163,34.3221,32.8503,31.71964,,,,,,
25,Missouri,34,29,MO,1995,0,0,0.5588235,0.5337423,0.5868,1,1,0.5735294,0.5736197,0.5868,1,1,0.6078432,0.5828221,0.5082333,0.8333333,0.6666667,0.6176471,0.5966257,0.46895,0.75,0.5,0.6176471,0.613497,0.46184,0.7,0.4,0.6834873,0.633058,0.6083057,0.598246,0.6834873,0.5913913,0.5458057,0.523246,0.8165127,0.866942,0.8916943,0.901754,0.8165127,0.9086087,0.9541943,0.976754,74.97377,50.15913,35.96175,87.8293,0,75.83762,51.82947,37.77725,88.19805,0,77.41995,54.97622,40.78088,89.63612,0,78.06925,56.2514,42.22428,90.13411,0,37.76901,36.58941,34.29671,33.33024,,,33.1708,0.956,,
25,Missouri,34,29,MO,1996,0.5,1,0.5588235,0.537037,0.5857,1,1,0.5661765,0.5545046,0.586525,1,1,0.5882353,0.5721238,0.5473334,0.9166667,0.8333333,0.6066176,0.5840008,0.498275,0.8125,0.625,0.6117647,0.5991025,0.47707,0.75,0.5,0.6768016,0.6560898,0.6253484,0.6094843,0.6768016,0.6352564,0.5784734,0.5469843,0.8231984,0.8439102,0.8746516,0.8905157,0.8231984,0.8647436,0.9215266,0.9530157,73.69597,47.66201,32.48376,88.94803,0,74.95798,50.14303,35.31976,89.01067,0,76.1863,52.55809,37.89566,89.61501,0,77.23318,54.62501,40.09595,90.30211,0,39.30256,37.64214,35.93623,34.43594,,,,,,
25,Missouri,34,29,MO,1997,0,0,0.5588235,0.537037,0.5857,1,1,0.5588235,0.5353897,0.58625,1,1,0.5686274,0.5614254,0.5864334,1,1,0.5955882,0.5713758,0.5276,0.875,0.75,0.6058823,0.584708,0.4923,0.8,0.6,0.6701158,0.6791216,0.642391,0.6207226,0.6701158,0.6791216,0.611141,0.5707226,0.8298842,0.8208784,0.857609,0.8792774,0.8298842,0.8208784,0.888859,0.9292774,72.41817,45.16489,29.00578,90.06676,0,74.07385,48.44864,32.84615,89.84122,0,74.95265,50.13996,35.01044,89.59389,0,76.39711,52.99862,37.96761,90.47011,0,40.8361,38.69754,37.57576,35.54164,38.8867,0.8375,,,,
25,Missouri,34,29,MO,1998,0.53,1,0.5294118,0.5337423,0.5857,1,1,0.5514706,0.5353897,0.585975,1,1,0.5588235,0.548133,0.58625,1,1,0.5772059,0.5629402,0.556925,0.9375,0.875,0.5941176,0.5742786,0.51576,0.85,0.7,0.6682088,0.6733016,0.6586428,0.6335391,0.6682088,0.6733016,0.6430178,0.5960391,0.8317912,0.8266984,0.8413572,0.8664609,0.8317912,0.8266984,0.8569822,0.9039609,72.52972,45.55569,28.51538,91.42661,0,73.33752,47.07724,30.97564,90.23716,0,74.37234,49.08129,33.48059,89.95621,0,75.47183,51.22492,35.91032,90.24824,0,40.49315,39.59311,38.27739,36.78617,,,,,,
25,Missouri,34,29,MO,1999,0,0,0.5294118,0.5337423,0.5857,1,1,0.5441176,0.5353897,0.5857,1,1,0.5490196,0.5348405,0.5860667,1,1,0.5588235,0.5545046,0.58625,1,1,0.5823529,0.5638491,0.53922,0.9,0.8,0.6663018,0.6674817,0.6748946,0.6463555,0.6663018,0.6674817,0.6748946,0.6213555,0.8336982,0.8325183,0.8251054,0.8536445,0.8336982,0.8325183,0.8251054,0.8786445,72.64088,45.94161,28.04996,92.74321,0,72.61726,45.73616,29.14504,90.63237,0,73.79202,48.02261,31.95074,90.31853,0,74.55436,49.46616,33.87067,90.02609,0,40.15608,40.46729,38.97902,38.02068,,,,,36.4365,0.8708
25,Missouri,34,29,MO,2000,0.5,1,0.4705882,0.5337423,0.5047,0.5,0,0.5220588,0.534566,0.56545,0.875,0.75,0.5343137,0.5348405,0.5723833,0.9166667,0.8333333,0.5441176,0.5445353,0.5759875,0.9375,0.875,0.5617647,0.5571007,0.55458,0.9,0.8,0.6242687,0.639551,0.6505351,0.6433613,0.5930187,0.6187177,0.6349101,0.6183614,0.8757313,0.860449,0.8494649,0.8566387,0.9069813,0.8812823,0.8650899,0.8816386,74.11826,48.87407,32.44084,91.13716,0,73.5571,47.65053,31.30309,90.78575,0,73.90562,48.26746,32.44921,90.05402,0,74.61784,49.62862,34.15369,89.8672,0,38.35742,39.17588,38.83092,37.93316,,,,,,
25,Missouri,34,29,MO,2001,0,0,0.4705882,0.5337423,0.5047,0.5,0,0.5,0.5337423,0.5452,0.75,0.5,0.5196078,0.5348405,0.5587,0.8333333,0.6666667,0.5294117,0.534566,0.565725,0.875,0.75,0.5411764,0.5503522,0.56994,0.9,0.8,0.5822356,0.6116204,0.6261757,0.6403672,0.5197356,0.5699538,0.5949257,0.6153672,0.9177644,0.8883796,0.8738243,0.8596328,0.9802644,0.9300462,0.9050743,0.8846328,75.59561,51.80653,36.83173,89.53111,0,74.49695,49.5649,33.46114,90.93912,0,74.01924,48.51232,32.94767,89.7895,0,74.68362,49.79601,34.44429,89.70467,0,36.55875,37.88448,38.68282,37.84285,34.6371,0.9981,,,,
25,Missouri,34,29,MO,2002,0.5,1,0.4117647,0.4478528,0.5047,0.5,0,0.4705882,0.5122699,0.52495,0.625,0.25,0.495098,0.5199765,0.5452,0.75,0.5,0.5110294,0.5238298,0.5554625,0.8125,0.625,0.5235294,0.5337878,0.56173,0.85,0.7,0.5332021,0.5775687,0.6007054,0.6172618,0.4394521,0.5150687,0.5538304,0.5797618,0.9667979,0.9224313,0.8992946,0.8827382,0.9394521,0.9849313,0.9461696,0.9202382,75.2394,51.00386,36.72424,87.38553,0,74.36665,49.30366,33.80919,89.19006,0,73.88457,48.27978,32.61981,89.40607,0,74.09986,48.65118,33.28007,89.09259,0,37.41174,38.33261,38.95245,38.71907,,,,,,
25,Missouri,34,29,MO,2003,0,0,0.4117647,0.4478528,0.5047,0.5,0,0.4411764,0.4907975,0.5047,0.5,0,0.4705882,0.5051125,0.5317,0.6666667,0.3333333,0.4926471,0.5130936,0.5452,0.75,0.5,0.5058823,0.5172234,0.55352,0.8,0.6,0.4841685,0.5435169,0.5752351,0.5941564,0.3591685,0.4601835,0.5127351,0.5441564,0.9841685,0.9564831,0.9247649,0.9058436,0.8591685,0.9601835,0.9872649,0.9558436,74.8942,50.22044,36.66546,85.19488,0,74.23637,49.04242,34.15723,87.44101,0,73.74989,48.04724,32.29195,89.02263,0,73.5161,47.50636,32.11585,88.48053,0,38.25626,38.78074,39.22208,39.59529,,,38.521,0.9957,,
25,Missouri,34,29,MO,2004,0.5,1,0.3235294,0.404908,0.4849,0,0,0.4044118,0.458589,0.49975,0.375,0,0.4362745,0.4836401,0.5149,0.5,0.1666667,0.4632353,0.4965775,0.5326,0.625,0.375,0.4823529,0.5043399,0.54333,0.7,0.5,0.4344377,0.4837036,0.5293532,0.5575057,0.3406877,0.4003703,0.4668532,0.5075057,0.9344377,0.9837036,0.9706468,0.9424943,0.8406877,0.9003704,0.9668532,0.9924943,72.85893,46.14657,31.99206,82.22212,0,73.77681,48.04576,33.60732,84.69286,0,73.48883,47.51228,32.19803,86.73369,0,73.27667,47.04715,31.56513,87.39371,0,41.69508,39.96931,40.01679,40.17934,,,,,,
25,Missouri,34,29,MO,2005,0,0,0.3235294,0.404908,0.4849,0,0,0.3676471,0.4263804,0.4948,0.25,0,0.4019608,0.4621677,0.4981,0.3333333,0,0.4338235,0.4800614,0.52,0.5,0.25,0.4588235,0.4914565,0.53314,0.6,0.4,0.3847069,0.4238905,0.4834712,0.520855,0.3222069,0.3405571,0.4209712,0.470855,0.8847069,0.9238905,0.9834712,0.979145,0.8222069,0.8405571,0.9209712,0.970855,70.82367,42.0727,27.31866,79.24937,0,73.30981,47.03302,33.05064,81.89583,0,73.22778,46.97731,32.10412,84.44475,0,73.03726,46.58795,31.01441,86.30689,0,45.1339,41.17767,40.81151,40.76337,,,,,,
25,Missouri,34,29,MO,2006,0.5,1,0.3823529,0.4355828,0.4849,0,0,0.3602941,0.4233129,0.48985,0.125,0,0.3872549,0.4458078,0.4948,0.25,0,0.4154412,0.4677914,0.5074,0.375,0.125,0.4411765,0.4813111,0.52306,0.5,0.3,0.3496143,0.3944657,0.4414081,0.4863869,0.3183643,0.3319657,0.3789081,0.4363869,0.8496143,0.8944657,0.9414082,0.9863869,0.8183643,0.8319657,0.8789082,0.9363869,70.39349,41.11374,26.18639,79.40274,0,71.89373,44.14931,29.67942,81.33345,0,72.8299,46.0863,31.48398,83.41599,0,72.79132,46.05648,30.78506,85.3121,0,45.72591,43.23602,41.54596,41.26376,,,,,,
25,Missouri,34,29,MO,2007,0,0,0.3823529,0.4355828,0.4849,0,0,0.3529412,0.4202454,0.4849,0,0,0.372549,0.4294479,0.4915,0.1666667,0,0.3970588,0.4555215,0.4948,0.25,0,0.4235294,0.4711656,0.51298,0.4,0.2,0.3145216,0.3650409,0.3993451,0.4519188,0.3145216,0.3233742,0.3368451,0.4019187,0.8145217,0.8650409,0.899345,0.9519187,0.8145217,0.8233742,0.836845,0.9019188,69.96332,40.15477,25.05413,79.55612,0,70.47765,41.26559,26.30819,80.77108,0,72.42876,45.18761,30.8598,82.3755,0,72.54538,45.52502,30.55571,84.31731,0,46.31791,45.29437,42.28709,41.76414,,,,,,
25,Missouri,34,29,MO,2008,0.5,1,0.3235294,0.4539877,0.5948,0.5,0,0.3529412,0.4325153,0.512375,0.125,0,0.3578431,0.4304703,0.5065167,0.1666667,0,0.3786764,0.4455521,0.5060625,0.25,0,0.4029412,0.4631902,0.51389,0.35,0.1,0.3557079,0.3653742,0.3950728,0.4325053,0.3244579,0.3237076,0.3325728,0.3700053,0.8557079,0.8653742,0.8950728,0.9325054,0.8244579,0.8237076,0.8325728,0.8700054,70.94952,42.09008,28.10357,81.6402,0,70.90758,42.08428,27.84193,80.84326,0,71.90423,44.11832,30.04782,81.93116,0,72.65237,45.67696,31.41983,83.47774,0,44.30415,44.58074,42.99962,41.69328,,,,,,
25,Missouri,34,29,MO,2009,0,0,0.3235294,0.4539877,0.5948,0.5,0,0.3529412,0.4447852,0.53985,0.25,0,0.3431372,0.4314928,0.5215333,0.1666667,0,0.3602941,0.4355828,0.517325,0.25,0,0.3823529,0.4552147,0.5148,0.3,0,0.3968941,0.3657075,0.3908005,0.4130919,0.3343941,0.3240408,0.3283005,0.3380919,0.8968941,0.8657075,0.8908005,0.9130919,0.8343941,0.8240408,0.8283005,0.8380919,71.93573,44.02538,31.15302,83.72429,0,71.33751,42.90298,29.37568,80.91544,0,71.3797,43.04904,29.23584,81.48683,0,72.76018,45.82996,32.29159,82.62721,0,42.29039,43.8671,43.71215,41.62276,,,,,,
25,Missouri,34,29,MO,2010,0.5,1,0.2352941,0.3496932,0.5948,0.5,0,0.3161764,0.4233128,0.567325,0.375,0,0.3284313,0.4222904,0.53985,0.25,0,0.3382353,0.4233129,0.5285875,0.25,0,0.3588235,0.4368098,0.52381,0.3,0,0.4204536,0.3851429,0.3850339,0.4048609,0.3267036,0.3226429,0.3225339,0.3298608,0.9204535,0.8851429,0.8850339,0.9048609,0.8267035,0.8226429,0.8225339,0.8298608,73.56315,47.36707,36.17828,85.22646,0,72.3632,44.96297,32.47023,83.33634,0,71.97832,44.2404,31.18233,82.31459,0,72.56149,45.43641,32.27896,82.89066,0,39.41627,41.71681,42.57109,41.70812,,,,,,
25,Missouri,34,29,MO,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.19055,50.70875,41.20354,86.72862,0,73.3889,47.02295,35.56478,85.75725,0,72.57693,45.43176,33.12883,83.14236,0,72.36281,45.04285,32.26633,83.1541,0,36.54213,39.56653,41.43002,41.79348,,,,,,
26,Montana,64,30,MT,1936,0.5,1,0.5178571,0.7941176,0.5144,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1937,0,0,0.5178571,0.7941176,0.5144,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1938,0.5,1,0.5535714,0.5686275,0.5144,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1939,0,0,0.5535714,0.5686275,0.5144,1,1,0.5357143,0.6813725,0.5144,1,1,,,,,,,,,,,,,,,,0.6828717,,,,0.6828717,,,,0.8171283,,,,0.8171283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1940,0.5,1,0.375,0.5392157,0.4898,0.5,0,0.5,0.6176471,0.50825,0.875,0.75,,,,,,,,,,,,,,,,0.6252242,,,,0.5939742,,,,0.8747758,,,,0.9060258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1941,0,0,0.375,0.5392157,0.4898,0.5,0,0.4642857,0.5539216,0.5021,0.75,0.5,0.4821428,0.6339869,0.5062,0.8333333,0.6666667,,,,,,,,,,,0.5675768,0.6139158,,,0.5050768,0.5722491,,,0.9324232,0.8860842,,,0.9949232,0.9277509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1942,0.5,1,0.3392857,0.4333333,0.4898,0,0,0.4107143,0.520098,0.49595,0.5,0.25,0.4523809,0.5738562,0.5021,0.6666667,0.5,,,,,,,,,,,0.4816906,0.5487509,,,0.4191906,0.5070843,,,0.9816906,0.9512491,,,0.9191906,0.9929157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1943,0,0,0.3392857,0.4333333,0.4898,0,0,0.3571428,0.4862745,0.4898,0.25,0,0.422619,0.5137255,0.498,0.5,0.3333333,0.4464285,0.5838235,0.5021,0.625,0.5,,,,,,0.3958043,0.4835861,0.539338,,0.3333043,0.4419195,0.508088,,0.8958043,0.9835861,0.960662,,0.8333043,0.9419194,0.991912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1944,0.5,1,0.3035714,0.4111111,0.4338,0,0,0.3392857,0.4542483,0.4758,0.125,0,0.3809524,0.4874728,0.4845667,0.3333333,0.1666667,0.4196428,0.5359477,0.492025,0.5,0.375,,,,,,0.3485835,0.4215813,0.4869039,,0.3173335,0.3799146,0.4556539,,0.8485835,0.9215813,0.9869039,,0.8173335,0.8799146,0.9556539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1945,0,0,0.3035714,0.4111111,0.4338,0,0,0.3214285,0.4222222,0.4618,0,0,0.3392857,0.46122,0.4711333,0.1666667,0,0.3928571,0.4880719,0.48195,0.375,0.25,0.4178571,0.5492811,0.48844,0.5,0.4,0.3013627,0.3595764,0.4344698,0.4888946,0.3013627,0.3179098,0.4032198,0.4638945,0.8013627,0.8595765,0.9344698,0.9888946,0.8013627,0.8179098,0.9032198,0.9638945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Montana,64,30,MT,1946,0.5,1,0.2678571,0.3483146,0.4338,0,0,0.3035714,0.4009675,0.4478,0,0,0.3214285,0.4294032,0.4618,0.0833333,0,0.3571428,0.4605328,0.471875,0.25,0.125,0.3928571,0.5047007,0.48038,0.4,0.3,0.2880847,0.3239913,0.3848877,0.4444845,0.2880847,0.3031579,0.3536377,0.4194845,0.7880847,0.8239913,0.8848877,0.9444845,0.7880847,0.8031579,0.8536377,0.9194845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
