"state_abbr","year","fiscal_year","personal_income","population","taxes_last_year","percent_change_personal_income","percent_change_population","estimated_imbalance","state","gov_party","house_dem_share","senate_dem_share","citizen_ideology","year_of_biennium","ranney_10yrs","change_in_gov_party","change_in_house_dem_share","change_in_senate_dem_share","change_in_citizen_ideology","class","proposal","action"
"NV",1992,1993,0.032,1.4,1.8,11.11,7.69,58,"Nevada","Democrat",0.52381,0.52381,44.1659,"Second Year of Biennium",0.607676,"No Change",0,0,3.35711,"Corporate",-0.059479,-0.0729137
"NV",1993,1994,0.036,1.5,2.2,6.67,0,66,"Nevada","Democrat",0.690476,0.47619,44.7515,"First Year of Biennium",0.593539,"No Change",0.166667,-0.0476191,0.58554,"Corporate",-0.059479,-0.0729137
"NV",1994,1995,0.039,1.6,2.4,12.5,7.14,90,"Nevada","Democrat",0.690476,0.47619,46.0216,"Second Year of Biennium",0.589945,"No Change",0,0,1.27014,"Corporate",-0.059479,-0.0729137
"NV",1995,1996,0.044,1.7,2.7,8.33,6.67,116,"Nevada","Democrat",0.5,0.380952,44.07,"First Year of Biennium",0.586351,"No Change",-0.190476,-0.0952381,-1.9516,"Corporate",-0.059479,-0.0729137
"NV",1996,1997,0.048,1.8,2.9,12.82,6.25,82,"Nevada","Democrat",0.5,0.380952,39.5118,"Second Year of Biennium",0.57943,"No Change",0,0,-4.55822,"Corporate",-0.059479,-0.0729137
"NV",1997,1998,0.053,1.9,3,9.09,5.88,113,"Nevada","Democrat",0.595238,0.428571,32.097,"First Year of Biennium",0.572509,"No Change",0.0952381,0.047619,-7.41478,"Corporate",-0.059479,-0.0729137
"NV",1998,1999,0.057,1.9,3.1,10.42,5.56,79,"Nevada","Democrat",0.595238,0.428571,49.7562,"Second Year of Biennium",0.565177,"No Change",0,0,17.6592,"Corporate",-0.059479,-0.0729137
"NV",1999,2000,0.063,2,3.4,7.55,0,102,"Nevada","Republican",0.666667,0.428571,57.5725,"First Year of Biennium",0.557844,"Change to Republican",0.0714286,0,7.8163,"Corporate",-0.059479,-0.0729137
"NV",2000,2001,0.065,2.1,3.7,10.53,5.26,106,"Nevada","Republican",0.666667,0.428571,50.7749,"Second Year of Biennium",0.539999,"No Change",0,0,-6.79754,"Corporate",-0.059479,-0.0729137
"NV",2001,2002,0.068,2.2,3.8,3.17,5,138,"Nevada","Republican",0.642857,0.428571,52.0665,"First Year of Biennium",0.522155,"No Change",-0.0238096,0,1.29155,"Corporate",-0.059479,-0.0729137
"NV",2002,2003,0.073,2.2,3.9,4.62,4.76,138,"Nevada","Republican",0.642857,0.428571,47.8109,"Second Year of Biennium",0.505137,"No Change",0,0,-4.25557,"Corporate",-0.059479,-0.0729137
"NV",2003,2004,0.082,2.3,4.1,7.35,0,141,"Nevada","Republican",0.547619,0.380952,43.7538,"First Year of Biennium",0.48812,"No Change",-0.0952381,-0.047619,-4.05711,"Corporate",-0.059479,-0.0729137
"NV",2004,2005,0.092,2.4,4.7,12.33,4.55,130,"Nevada","Republican",0.547619,0.380952,52.1376,"Second Year of Biennium",0.484369,"No Change",0,0,8.38379,"Corporate",-0.059479,-0.0729137
"NV",2005,2006,0.098,2.5,5.7,12.2,4.35,183,"Nevada","Republican",0.619048,0.428571,54.9302,"First Year of Biennium",0.480618,"No Change",0.0714286,0.047619,2.79264,"Corporate",-0.059479,-0.0729137
"NV",2006,2007,0.1,2.6,6.2,6.52,4.17,168,"Nevada","Republican",0.634146,0.428571,55.3822,"Second Year of Biennium",0.480942,"No Change",0.0150987,0,0.45195,"Corporate",-0.059479,-0.0729137
"NV",2007,2008,0.11,2.7,6.3,2.04,4,116,"Nevada","Republican",0.642857,0.47619,56.026,"First Year of Biennium",0.481265,"No Change",0.00871079,0.0476191,0.64386,"Corporate",-0.059479,-0.0729137
"NV",2008,2009,0.098,2.7,6.1,10,3.85,187,"Nevada","Republican",0.642857,0.47619,57.4903,"Second Year of Biennium",0.485572,"No Change",0,0,1.46428,"Corporate",-0.059479,-0.0729137
"NV",2009,2010,0.1,2.7,5.6,-10.91,0,235,"Nevada","Republican",0.666667,0.571429,53.6389,"First Year of Biennium",0.489878,"No Change",0.0238096,0.0952381,-3.85141,"Corporate",-0.059479,-0.0729137
"NV",2010,2011,0.1,2.7,5.8,2.04,0,225,"Nevada","Republican",0.666667,0.571429,49.4284,"Second Year of Biennium",0.491399,"No Change",0,0,-4.21048,"Corporate",-0.059479,-0.0729137
"NV",2011,2012,0.11,2.8,6.3,1.77,0.66,324,"Nevada","Republican",0.619048,0.52381,54.3057,"First Year of Biennium",NA,"No Change",-0.0476191,-0.0476191,4.87723,"Corporate",-0.059479,-0.0729137
"NH",1987,1988,0.021,1.1,0.58,11.76,10,20,"New Hampshire","Republican",0.33,0.333333,41.2438,"First Year of Biennium",0.354992,NA,NA,NA,NA,"Corporate",-0.059479,-0.0729137
"NH",1988,1989,0.022,1.1,0.58,10.53,0,0,"New Hampshire","Republican",0.33,0.333333,42.3324,"Second Year of Biennium",0.331624,"No Change",0,0,1.08865,"Corporate",-0.059479,-3.57094
"NH",1989,1990,0.023,1.1,0.61,4.76,0,-33,"New Hampshire","Republican",0.2975,0.333333,42.8424,"First Year of Biennium",0.308255,"No Change",-0.0325,0,0.50996,"Corporate",-0.059479,-0.0729137
"NH",1990,1991,0.023,1.1,0.6,4.55,0,0,"New Hampshire","Republican",0.2975,0.333333,39.7414,"Second Year of Biennium",0.288736,"No Change",0,0,-3.101,"Corporate",-0.059479,0.603372
"NH",1991,1992,0.024,1.1,0.62,0,0,-4,"New Hampshire","Republican",0.324937,0.458333,37.7887,"First Year of Biennium",0.269218,"No Change",0.027437,0.125,-1.95265,"Corporate",-0.059479,-0.0729137
"NH",1992,1993,0.025,1.1,0.99,4.35,0,0,"New Hampshire","Republican",0.324937,0.458333,48.0976,"Second Year of Biennium",0.268496,"No Change",0,0,10.3089,"Corporate",-0.059479,-0.0729137
"NH",1993,1994,0.027,1.1,0.99,4.17,0,29,"New Hampshire","Republican",0.35,0.458333,38.8386,"First Year of Biennium",0.267774,"No Change",0.025063,0,-9.25901,"Corporate",-0.059479,1.97644
"NH",1994,1995,0.029,1.2,0.84,8,0,0,"New Hampshire","Republican",0.35,0.458333,31.1448,"Second Year of Biennium",0.266949,"No Change",0,0,-7.69386,"Corporate",-2.90121,-3.45434
"NH",1995,1996,0.031,1.2,0.92,7.41,9.09,-8,"New Hampshire","Republican",0.28392,0.25,34.9091,"First Year of Biennium",0.266124,"No Change",-0.0660804,-0.208333,3.76432,"Corporate",-0.059479,-0.0729137
"NH",1996,1997,0.033,1.2,0.84,6.9,0,-26,"New Hampshire","Republican",0.280612,0.25,31.1923,"Second Year of Biennium",0.283738,"No Change",-0.00330735,0,-3.71681,"Corporate",-0.059479,-0.0729137
"NH",1997,1998,0.036,1.2,0.91,6.45,0,0,"New Hampshire","Democrat",0.364322,0.375,40.8451,"First Year of Biennium",0.301353,"Change to Democrat",0.0837094,0.125,9.65279,"Corporate",-0.059479,-0.0729137
"NH",1998,1999,0.038,1.2,1,9.09,0,20,"New Hampshire","Democrat",0.372152,0.375,37.8717,"Second Year of Biennium",0.328438,"No Change",0.00783029,0,-2.97337,"Corporate",-0.059479,-0.0729137
"NH",1999,2000,0.042,1.2,1.1,5.56,0,-20,"New Hampshire","Democrat",0.383459,0.541667,35.2503,"First Year of Biennium",0.355523,"No Change",0.0113067,0.166667,-2.62138,"Corporate",-0.059479,13.9446
"NH",2000,2001,0.044,1.3,1.7,10.53,0,0,"New Hampshire","Democrat",0.38539,0.5,36.8013,"Second Year of Biennium",0.373005,"No Change",0.00193178,-0.0416667,1.55094,"Corporate",2.14704,2.55266
"NH",2001,2002,0.045,1.3,1.8,4.76,8.33,-12,"New Hampshire","Democrat",0.358396,0.458333,42.1208,"First Year of Biennium",0.390487,"No Change",-0.0269944,-0.0416667,5.31955,"Corporate",-0.059479,0.490657
"NH",2002,2003,0.046,1.3,1.9,2.27,0,-60,"New Hampshire","Democrat",0.357683,0.458333,42.1072,"Second Year of Biennium",0.383317,"No Change",-0.00071337,0,-0.0136,"Corporate",-0.059479,-0.0729137
"NH",2003,2004,0.049,1.3,2,2.22,0,0,"New Hampshire","Republican",0.293233,0.25,41.1761,"First Year of Biennium",0.376147,"Change to Republican",-0.0644495,-0.208333,-0.93109,"Corporate",-0.059479,-0.0729137
"NH",2004,2005,0.05,1.3,2,6.52,0,20,"New Hampshire","Republican",0.2975,0.25,47.1588,"Second Year of Biennium",0.3989,"No Change",0.00426692,0,5.98268,"Corporate",-0.059479,-0.0729137
"NH",2005,2006,0.054,1.3,2,2.04,0,16,"New Hampshire","Democrat",0.370277,0.333333,43.0414,"First Year of Biennium",0.421652,"Change to Democrat",0.0727771,0.0833333,-4.1174,"Corporate",-0.059479,-0.0729137
"NH",2006,2007,0.056,1.3,2.1,8,0,0,"New Hampshire","Democrat",0.376263,0.333333,55.2945,"Second Year of Biennium",0.448937,"No Change",0.00598555,0,12.2531,"Corporate",-0.059479,-0.0729137
"NH",2007,2008,0.058,1.3,2.2,3.7,0,31,"New Hampshire","Democrat",0.5975,0.583333,52.7619,"First Year of Biennium",0.476223,"No Change",0.221237,0.25,-2.53262,"Corporate",-0.059479,-0.0729137
"NH",2008,2009,0.056,1.3,2.3,3.57,0,0,"New Hampshire","Democrat",0.6,0.583333,59.7238,"Second Year of Biennium",0.49514,"No Change",0.0025,0,6.9619,"Corporate",-0.059479,-0.0729137
"NH",2009,2010,0.058,1.3,2.1,-3.45,0,-175,"New Hampshire","Democrat",0.5625,0.583333,56.3963,"First Year of Biennium",0.514058,"No Change",-0.0375,0,-3.32756,"Corporate",-0.059479,-0.0729137
"NH",2010,2011,0.063,1.3,2.1,3.57,0,36,"New Hampshire","Democrat",0.5625,0.583333,51.8602,"Second Year of Biennium",0.506565,"No Change",0,0,-4.53608,"Corporate",-0.059479,-0.0729137
"NH",2011,2012,0.066,1.3,2.3,8.32,1.39,27,"New Hampshire","Democrat",0.255,0.25,42.6039,"First Year of Biennium",NA,"No Change",-0.3075,-0.333333,-9.25632,"Corporate",-0.059479,-0.0729137
"NJ",1987,1988,0.17,7.7,9.5,7.14,1.32,811,"New Jersey","Republican",0.375,0.578947,69.922,"Second Year of Biennium",0.557545,NA,NA,NA,NA,"Corporate",-0.059479,-0.0729137
"NJ",1988,1989,0.18,7.7,9.8,13.33,0,302,"New Jersey","Republican",0.475,0.6,72.5911,"First Year of Biennium",0.5313,"No Change",0.1,0.0210526,2.66913,"Corporate",-0.059479,-0.0729137
"NJ",1989,1990,0.19,7.8,11,5.88,0,1,"New Jersey","Republican",0.4875,0.6,62.3624,"Second Year of Biennium",0.530693,"No Change",0.0125,0,-10.2287,"Corporate",-0.059479,-0.0729137
"NJ",1990,1991,0.19,7.8,10,5.56,1.3,1,"New Jersey","Democrat",0.55,0.575,59.2382,"First Year of Biennium",0.530085,"Change to Democrat",0.0625,-0.025,-3.12413,"Corporate",-0.059479,-0.0729137
"NJ",1991,1992,0.21,7.9,12,0,0,403,"New Jersey","Democrat",0.5375,0.575,60.4511,"Second Year of Biennium",0.520957,"No Change",-0.0125,0,1.21284,"Corporate",-0.059479,-0.0729137
"NJ",1992,1993,0.21,7.9,13,10.53,1.28,439,"New Jersey","Democrat",0.275,0.325,64.9783,"First Year of Biennium",0.51183,"No Change",-0.2625,-0.25,4.52726,"Corporate",-0.059479,-0.0729137
"NJ",1993,1994,0.22,8,13,0,0,1013,"New Jersey","Democrat",0.275,0.325,61.4933,"Second Year of Biennium",0.48952,"No Change",0,0,-3.485,"Corporate",-0.059479,-0.0729137
"NJ",1994,1995,0.23,8.1,13,4.76,1.27,898,"New Jersey","Republican",0.3375,0.4,49.1175,"First Year of Biennium",0.46721,"Change to Republican",0.0625,0.075,-12.3758,"Corporate",-0.584107,-0.0729137
"NJ",1995,1996,0.25,8.1,14,4.55,1.25,870,"New Jersey","Republican",0.35,0.4,56.5423,"Second Year of Biennium",0.45529,"No Change",0.0125,0,7.42478,"Corporate",-0.631885,-0.0729137
"NJ",1996,1997,0.27,8.2,14,8.7,0,907,"New Jersey","Republican",0.375,0.4,61.6355,"First Year of Biennium",0.44337,"No Change",0.025,0,5.09317,"Corporate",-0.144731,-0.0729137
"NJ",1997,1998,0.28,8.3,14,8,1.23,1021,"New Jersey","Republican",0.375,0.4,66.652,"Second Year of Biennium",0.42894,"No Change",0,0,5.01652,"Corporate",-0.059479,-0.145373
"NJ",1998,1999,0.3,8.4,16,3.7,1.22,1050,"New Jersey","Republican",0.4,0.4,61.7184,"First Year of Biennium",0.41451,"No Change",0.025,0,-4.93365,"Corporate",-0.059479,-0.0729137
"NJ",1999,2000,0.33,8.4,17,7.14,1.2,1174,"New Jersey","Republican",0.4,0.4,67.9236,"Second Year of Biennium",0.378505,"No Change",0,0,6.20519,"Corporate",-0.059479,-0.669636
"NJ",2000,2001,0.34,8.5,18,10,0,0,"New Jersey","Republican",0.4375,0.4,57.9565,"First Year of Biennium",0.3425,"No Change",0.0375,0,-9.96704,"Corporate",-0.059479,-0.0729137
"NJ",2001,2002,0.34,8.6,19,3.03,1.19,500,"New Jersey","Republican",0.4375,0.4,65.7699,"Second Year of Biennium",0.35258,"No Change",0,0,7.81341,"Corporate",0.51485,3.9848
"NJ",2002,2003,0.35,8.6,18,0,1.18,100,"New Jersey","Democrat",0.55,0.5,56.5973,"First Year of Biennium",0.36266,"Change to Democrat",0.1125,0.1,-9.17265,"Corporate",0.0447179,9.05694
"NJ",2003,2004,0.37,8.6,20,2.94,0,400,"New Jersey","Democrat",0.544304,0.5,60.763,"Second Year of Biennium",0.399672,"No Change",-0.0056962,0,4.16571,"Corporate",-0.059479,-0.0729137
"NJ",2004,2005,0.38,8.7,21,5.71,0,400,"New Jersey","Democrat",0.5875,0.55,67.491,"First Year of Biennium",0.436685,"No Change",0.0431962,0.05,6.72805,"Corporate",-0.059479,1.27966
"NJ",2005,2006,0.41,8.7,24,2.7,1.16,815,"New Jersey","Democrat",0.5875,0.55,62.9589,"Second Year of Biennium",0.472857,"No Change",0,0,-4.5321,"Corporate",0.295738,-0.0729137
"NJ",2006,2007,0.44,8.7,26,7.89,0,1940,"New Jersey","Democrat",0.6125,0.55,61.0845,"First Year of Biennium",0.50903,"No Change",0.025,0,-1.87446,"Corporate",0.333992,0.863481
"NJ",2007,2008,0.45,8.7,29,7.32,0,1433,"New Jersey","Democrat",0.6125,0.55,75.437,"Second Year of Biennium",0.5449,"No Change",0,0,14.3526,"Corporate",-1.70572,-0.0729137
"NJ",2008,2009,0.43,8.8,31,2.27,0,699,"New Jersey","Democrat",0.6,0.575,72.1822,"First Year of Biennium",0.58077,"No Change",-0.0125,0.025,-3.25482,"Corporate",-0.059479,-0.0729137
"NJ",2009,2010,0.45,8.8,27,-4.44,1.15,500,"New Jersey","Democrat",0.6,0.575,67.9346,"Second Year of Biennium",0.601058,"No Change",0,0,-4.24761,"Corporate",0.445718,-0.0729137
"NJ",2010,2011,0.47,8.8,26,4.65,0,693,"New Jersey","Republican",0.5875,0.575,56.3911,"First Year of Biennium",0.621345,"Change to Republican",-0.0125,0,-11.5435,"Corporate",-0.289004,0.278235
"NJ",2011,2012,0.49,8.9,27,4.71,0.42,870,"New Jersey","Republican",0.5875,0.6,60.6582,"Second Year of Biennium",NA,"No Change",0,0.025,4.26705,"Corporate",-0.690975,-0.824342
"NM",1987,1988,0.02,1.5,1.6,5.56,0,111,"New Mexico","Republican",0.671429,0.5,46.8982,"First Year of Biennium",0.622937,NA,NA,NA,NA,"Corporate",-0.059479,-0.0729137
"NM",1988,1989,0.021,1.5,1.8,5.26,0,0,"New Mexico","Republican",0.657143,0.5,49.0262,"Second Year of Biennium",0.606802,"No Change",-0.0142858,0,2.12808,"Corporate",-0.059479,-0.0729137
"NM",1989,1990,0.023,1.5,1.9,5,0,0,"New Mexico","Republican",0.642857,0.619048,42.8741,"First Year of Biennium",0.590666,"No Change",-0.0142857,0.119048,-6.15215,"Corporate",-0.059479,-0.0729137
"NM",1990,1991,0.024,1.6,2,9.52,0,-50,"New Mexico","Republican",0.642857,0.595238,43.9891,"Second Year of Biennium",0.596954,"No Change",0,-0.0238095,1.11505,"Corporate",-0.059479,-0.0729137
"NM",1991,1992,0.026,1.6,2.1,4.35,6.67,-1,"New Mexico","Democrat",0.7,0.619048,39.7238,"First Year of Biennium",0.603242,"Change to Democrat",0.0571429,0.0238095,-4.26533,"Corporate",-0.059479,-0.0729137
"NM",1992,1993,0.028,1.6,2.2,8.33,0,0,"New Mexico","Democrat",0.7,0.619048,51.2938,"Second Year of Biennium",0.609161,"No Change",0,0,11.57,"Corporate",-0.059479,-0.0729137
"NM",1993,1994,0.03,1.7,2.5,7.69,0,154,"New Mexico","Democrat",0.757143,0.642857,41.2109,"First Year of Biennium",0.61508,"No Change",0.0571429,0.0238095,-10.0829,"Corporate",-0.059479,0.0325869
"NM",1994,1995,0.032,1.7,2.7,7.14,6.25,101,"New Mexico","Democrat",0.757143,0.642857,39.5718,"Second Year of Biennium",0.61796,"No Change",0,0,-1.6391,"Corporate",-0.059479,-0.0729137
"NM",1995,1996,0.034,1.8,2.8,6.67,0,0,"New Mexico","Republican",0.657143,0.642857,44.8314,"First Year of Biennium",0.62084,"Change to Republican",-0.1,0,5.25954,"Corporate",-0.059479,-0.0729137
"NM",1996,1997,0.035,1.8,3.1,6.25,5.88,179,"New Mexico","Republican",0.657143,0.642857,49.2452,"Second Year of Biennium",0.62082,"No Change",0,0,4.4138,"Corporate",-0.059479,-0.0729137
"NM",1997,1998,0.038,1.8,3.4,2.94,0,152,"New Mexico","Republican",0.6,0.595238,44.8524,"First Year of Biennium",0.6208,"No Change",-0.0571428,-0.047619,-4.39279,"Corporate",-0.059479,-0.0729137
"NM",1998,1999,0.039,1.8,3.6,8.57,0,193,"New Mexico","Republican",0.6,0.595238,43.4127,"Second Year of Biennium",0.618049,"No Change",0,0,-1.43964,"Corporate",-0.059479,-0.0729137
"NM",1999,2000,0.041,1.8,3.5,2.63,0,143,"New Mexico","Republican",0.571429,0.595238,51.0377,"First Year of Biennium",0.615298,"No Change",-0.0285714,0,7.62495,"Corporate",-0.059479,-0.0729137
"NM",2000,2001,0.045,1.8,3.7,5.13,0,0,"New Mexico","Republican",0.571429,0.595238,42.0823,"Second Year of Biennium",0.59679,"No Change",0,0,-8.95543,"Corporate",-0.059479,-0.0729137
"NM",2001,2002,0.046,1.9,4,9.76,0,401,"New Mexico","Republican",0.6,0.571429,54.3213,"First Year of Biennium",0.578282,"No Change",0.0285714,-0.0238095,12.2391,"Corporate",-0.059479,-0.0729137
"NM",2002,2003,0.048,1.9,3.6,2.22,5.56,259,"New Mexico","Republican",0.6,0.571429,53.1773,"Second Year of Biennium",0.574272,"No Change",0,0,-1.14408,"Corporate",-0.059479,-0.0729137
"NM",2003,2004,0.052,1.9,3.6,4.35,0,389,"New Mexico","Democrat",0.614286,0.571429,54.7539,"First Year of Biennium",0.570262,"Change to Democrat",0.0142857,0,1.57664,"Corporate",-0.059479,-0.0729137
"NM",2004,2005,0.055,1.9,4,8.33,0,412,"New Mexico","Democrat",0.614286,0.571429,56.9258,"Second Year of Biennium",0.583101,"No Change",0,0,2.17189,"Corporate",-0.059479,-0.0729137
"NM",2005,2006,0.059,2,4.5,5.77,0,511,"New Mexico","Democrat",0.6,0.571429,61.91,"First Year of Biennium",0.595939,"No Change",-0.0142857,0,4.98422,"Corporate",-0.059479,-0.0729137
"NM",2006,2007,0.063,2,5.1,7.27,5.26,549,"New Mexico","Democrat",0.6,0.571429,62.7276,"Second Year of Biennium",0.613926,"No Change",0,0,0.81763,"Corporate",-0.119657,-0.14452
"NM",2007,2008,0.067,2,5.5,6.78,0,584,"New Mexico","Democrat",0.6,0.571429,64.1077,"First Year of Biennium",0.631913,"No Change",0,0,1.38009,"Corporate",-0.059479,-0.0581583
"NM",2008,2009,0.066,2,5.2,6.35,0,568,"New Mexico","Democrat",0.6,0.571429,68.0904,"Second Year of Biennium",0.653227,"No Change",0,0,3.98266,"Corporate",-0.0857104,-0.0729137
"NM",2009,2010,0.069,2.1,4.8,-1.49,0,272,"New Mexico","Democrat",0.642857,0.642857,60.392,"First Year of Biennium",0.674541,"No Change",0.0428571,0.0714285,-7.6984,"Corporate",-0.059479,-0.0729137
"NM",2010,2011,0.072,2.1,4.4,4.55,5,277,"New Mexico","Democrat",0.642857,0.642857,56.8137,"Second Year of Biennium",0.674831,"No Change",0,0,-3.57832,"Corporate",-0.059479,-0.0729137
"NM",2011,2012,0.075,2.1,4.9,4.69,-1.05,501,"New Mexico","Republican",0.528571,0.642857,51.3391,"First Year of Biennium",NA,"Change to Republican",-0.114286,0,-5.47457,"Corporate",-0.059479,-0.0729137
"NY",1987,1988,0.37,18,25,6.25,0,185,"New York","Democrat",0.621622,0.409836,67.8009,"First Year of Biennium",0.520517,NA,NA,NA,NA,"Corporate",-0.059479,-0.0729137
"NY",1988,1989,0.4,18,26,8.82,0,0,"New York","Democrat",0.621622,0.409836,73.5046,"Second Year of Biennium",0.525683,"No Change",0,0,5.70372,"Corporate",-0.059479,-0.104127
"NY",1989,1990,0.43,18,27,8.11,0,0,"New York","Democrat",0.613333,0.442623,68.62,"First Year of Biennium",0.53085,"No Change",-0.00828833,0.0327869,-4.88463,"Corporate",0.268899,0.979086
"NY",1990,1991,0.43,18,29,7.5,0,0,"New York","Democrat",0.613333,0.442623,71.2496,"Second Year of Biennium",0.537125,"No Change",0,0,2.62958,"Corporate",0.998822,4.19468
"NY",1991,1992,0.45,18,28,0,0,0,"New York","Democrat",0.633333,0.426229,72.0249,"First Year of Biennium",0.5434,"No Change",0.02,-0.0163935,0.77529,"Corporate",0.0927567,0.0720046
"NY",1992,1993,0.46,18,30,4.65,0,184,"New York","Democrat",0.633333,0.426229,72.0056,"Second Year of Biennium",0.548901,"No Change",0,0,-0.01928,"Corporate",-0.00264432,0.143498
"NY",1993,1994,0.48,18,31,2.22,0,0,"New York","Democrat",0.673333,0.426229,70.7309,"First Year of Biennium",0.554402,"No Change",0.04,0,-1.27466,"Corporate",0.248528,0.129972
"NY",1994,1995,0.5,19,33,4.35,0,157,"New York","Democrat",0.666667,0.426229,62.3081,"Second Year of Biennium",0.553114,"No Change",-0.0066666,0,-8.42281,"Corporate",-0.462489,-1.60993
"NY",1995,1996,0.53,19,34,4.17,5.56,172,"New York","Republican",0.626667,0.409836,61.1575,"First Year of Biennium",0.551827,"Change to Republican",-0.04,-0.0163934,-1.1506,"Corporate",-0.0845531,-2.57915
"NY",1996,1997,0.56,19,34,6,0,358,"New York","Republican",0.64,0.409836,64.2766,"Second Year of Biennium",0.547825,"No Change",0.0133333,0,3.11908,"Corporate",-1.66422,-2.0421
"NY",1997,1998,0.59,19,35,5.66,0,465,"New York","Republican",0.633333,0.426229,69.1158,"First Year of Biennium",0.543822,"No Change",-0.0066667,0.0163934,4.83916,"Corporate",-1.03379,-1.00039
"NY",1998,1999,0.62,19,36,5.36,0,799,"New York","Republican",0.646258,0.426229,71.9215,"Second Year of Biennium",0.537128,"No Change",0.0129252,0,2.80575,"Corporate",-0.533101,-0.692842
"NY",1999,2000,0.66,19,39,5.08,0,1170,"New York","Republican",0.653333,0.426229,70.1992,"First Year of Biennium",0.530433,"No Change",0.00707483,0,-1.72232,"Corporate",-0.846421,-0.697177
"NY",2000,2001,0.68,19,42,6.45,0,1098,"New York","Republican",0.653333,0.389831,60.5822,"Second Year of Biennium",0.522289,"No Change",0,-0.036399,-9.61694,"Corporate",-0.376129,-2.72975
"NY",2001,2002,0.68,19,45,3.03,0,2077,"New York","Republican",0.66,0.409836,64.2597,"First Year of Biennium",0.514146,"No Change",0.0066667,0.0200056,3.67747,"Corporate",-0.169359,-0.0729137
"NY",2002,2003,0.7,19,43,0,0,1003,"New York","Republican",0.66,0.409836,60.754,"Second Year of Biennium",0.50613,"No Change",0,0,-3.50575,"Corporate",-0.059479,-0.0832939
"NY",2003,2004,0.74,19,42,2.94,0,1014,"New York","Republican",0.686667,0.403226,66.3756,"First Year of Biennium",0.498113,"No Change",0.0266667,-0.0066103,5.62168,"Corporate",0.630656,1.03813
"NY",2004,2005,0.79,19,46,5.71,0,1531,"New York","Republican",0.686667,0.403226,72.5811,"Second Year of Biennium",0.498869,"No Change",0,0,6.20547,"Corporate",0.0628391,0.103509
"NY",2005,2006,0.85,19,51,6.76,0,3301,"New York","Republican",0.693333,0.451613,68.051,"First Year of Biennium",0.499625,"No Change",0.0066666,0.0483871,-4.53008,"Corporate",-0.0227036,-0.00926327
"NY",2006,2007,0.92,19,57,7.59,0,3607,"New York","Republican",0.693333,0.435484,74.7186,"Second Year of Biennium",0.507564,"No Change",0,-0.016129,6.66753,"Corporate",-0.289809,-0.386141
"NY",2007,2008,0.95,19,63,8.24,0,2626,"New York","Democrat",0.7,0.467742,78.7663,"First Year of Biennium",0.515502,"Change to Democrat",0.0066667,0.032258,4.04777,"Corporate",1.02309,0.98982
"NY",2008,2009,0.9,19,65,3.26,0,1514,"New York","Democrat",0.72,0.467742,80.38,"Second Year of Biennium",0.540301,"No Change",0.02,0,1.61366,"Corporate",1.14716,-0.0729137
"NY",2009,2010,0.94,19,65,-5.26,0,1373,"New York","Democrat",0.724832,0.516129,77.7581,"First Year of Biennium",0.565099,"No Change",0.00483224,0.0483871,-2.62189,"Corporate",-0.059479,-0.0853989
"NY",2010,2011,1,20,64,4.44,0,1376,"New York","Democrat",0.709459,0.516129,64.2796,"Second Year of Biennium",0.573795,"No Change",-0.0153728,0,-13.4785,"Corporate",-0.059479,-0.0729137
"NY",2011,2012,1.1,20,68,7.77,2.65,1376,"New York","Democrat",0.66,0.483871,64.8325,"First Year of Biennium",NA,"No Change",-0.0494594,-0.032258,0.55288,"Corporate",-0.059479,-0.0729137
"NC",1987,1988,0.1,6.5,6.3,7.06,1.59,219,"North Carolina","Republican",0.7,0.8,43.5232,"First Year of Biennium",0.743147,NA,NA,NA,NA,"Corporate",-0.059479,3.14749
"NC",1988,1989,0.11,6.6,6.8,8.79,1.56,180,"North Carolina","Republican",0.691667,0.82,47.9604,"Second Year of Biennium",0.714741,"No Change",-0.0083333,0.02,4.43721,"Corporate",-0.059479,0.225448
"NC",1989,1990,0.11,6.7,7.4,11.11,1.54,222,"North Carolina","Republican",0.616667,0.74,39.1897,"First Year of Biennium",0.686335,"No Change",-0.075,-0.08,-8.77073,"Corporate",-0.059479,-0.0729137
"NC",1990,1991,0.12,6.8,7.9,0,1.52,107,"North Carolina","Republican",0.616667,0.74,34.7658,"Second Year of Biennium",0.664115,"No Change",0,0,-4.42385,"Corporate",-0.059479,1.18549
"NC",1991,1992,0.13,6.9,7.9,9.09,1.49,101,"North Carolina","Republican",0.675,0.72,43.9354,"First Year of Biennium",0.641895,"No Change",0.0583333,-0.02,9.16955,"Corporate",-0.059479,2.11003
"NC",1992,1993,0.14,7,9,8.33,1.47,391,"North Carolina","Republican",0.675,0.72,42.7314,"Second Year of Biennium",0.632555,"No Change",0,0,-1.20397,"Corporate",-0.059479,-5.4832
"NC",1993,1994,0.15,7.2,9.8,7.69,1.45,596,"North Carolina","Democrat",0.65,0.78,41.9205,"First Year of Biennium",0.623215,"Change to Democrat",-0.025,0.06,-0.81095,"Corporate",-0.059479,-0.0729137
"NC",1994,1995,0.16,7.3,11,7.14,2.86,1119,"North Carolina","Democrat",0.658333,0.78,40.627,"Second Year of Biennium",0.613313,"No Change",0.00833333,0,-1.29345,"Corporate",-0.059479,-0.0729137
"NC",1995,1996,0.17,7.5,11,6.67,1.39,630,"North Carolina","Democrat",0.433333,0.52,41.1376,"First Year of Biennium",0.60341,"No Change",-0.225,-0.26,0.51057,"Corporate",-0.059479,-0.0729137
